Item,period_day,weekday_weekend
Bread,afternoon,weekend
Frittata,afternoon,weekend
Salad,afternoon,weekend
Sandwich,afternoon,weekend
Coffee,afternoon,weekend
Brownie,afternoon,weekend
Tea,afternoon,weekend
Sandwich,afternoon,weekend
Bread,afternoon,weekend
Chicken Stew,afternoon,weekend
Sandwich,afternoon,weekend
Sandwich,afternoon,weekend
Tea,afternoon,weekend
Bread,afternoon,weekend
Soup,afternoon,weekend
Sandwich,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Bread,afternoon,weekend
Bread,afternoon,weekend
Bread,afternoon,weekend
Valentine's card,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Scandinavian,afternoon,weekend
Cake,afternoon,weekend
Focaccia,afternoon,weekend
Scandinavian,afternoon,weekend
Bread,afternoon,weekend
Jam,afternoon,weekend
Salad,afternoon,weekend
Extra Salami or Feta,afternoon,weekend
Frittata,afternoon,weekend
Mineral water,afternoon,weekend
Hot chocolate,afternoon,weekend
Cake,afternoon,weekend
Coke,afternoon,weekend
Scone,afternoon,weekend
Tea,afternoon,weekend
Tea,afternoon,weekend
Tea,afternoon,weekend
Cake,afternoon,weekend
Brownie,afternoon,weekend
Brownie,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Scone,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Muffin,afternoon,weekend
Hot chocolate,afternoon,weekend
Tea,afternoon,weekend
Medialuna,afternoon,weekend
Coffee,afternoon,weekend
Hot chocolate,afternoon,weekend
Bread,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Juice,afternoon,weekend
Cake,afternoon,weekend
Bakewell,afternoon,weekend
Cookies,afternoon,weekend
Sandwich,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Bread,morning,weekend
Pastry,morning,weekend
Baguette,morning,weekend
Brownie,morning,weekend
Bread,morning,weekend
Cookies,morning,weekend
Coffee,morning,weekend
Pastry,morning,weekend
Cookies,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Hot chocolate,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Pastry,morning,weekend
Coffee,morning,weekend
Tea,morning,weekend
Coffee,morning,weekend
Pastry,morning,weekend
Muffin,morning,weekend
Coffee,morning,weekend
Tea,morning,weekend
Soup,morning,weekend
Cookies,morning,weekend
Brownie,morning,weekend
Baguette,morning,weekend
Baguette,morning,weekend
Farm House,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Medialuna,morning,weekend
Cookies,morning,weekend
Farm House,morning,weekend
Coffee,morning,weekend
Granola,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Spanish Brunch,morning,weekend
Cake,morning,weekend
Bread,morning,weekend
Baguette,morning,weekend
The Nomad,morning,weekend
Coffee,morning,weekend
Farm House,morning,weekend
Coffee,morning,weekend
Bread,afternoon,weekend
Bread,afternoon,weekend
Juice,afternoon,weekend
Spanish Brunch,afternoon,weekend
Extra Salami or Feta,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Granola,afternoon,weekend
Pastry,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Pastry,afternoon,weekend
Bread,afternoon,weekend
Bread,afternoon,weekend
Brownie,afternoon,weekend
Spanish Brunch,afternoon,weekend
Coffee,afternoon,weekend
Smoothies,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Pastry,afternoon,weekend
Scone,afternoon,weekend
Hot chocolate,afternoon,weekend
Coffee,afternoon,weekend
Sandwich,afternoon,weekend
Toast,afternoon,weekend
Cake,afternoon,weekend
Bread,afternoon,weekend
Pastry,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Hot chocolate,afternoon,weekend
Tea,afternoon,weekend
Alfajores,afternoon,weekend
Medialuna,afternoon,weekend
Medialuna,afternoon,weekend
Tea,afternoon,weekend
Bread,afternoon,weekend
Sandwich,afternoon,weekend
Juice,afternoon,weekend
Truffles,afternoon,weekend
Coffee,afternoon,weekend
Medialuna,afternoon,weekend
Scone,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Sandwich,afternoon,weekend
Medialuna,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Pastry,afternoon,weekend
Frittata,afternoon,weekend
Frittata,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Soup,afternoon,weekend
Sandwich,afternoon,weekend
Coffee,afternoon,weekend
Sandwich,afternoon,weekend
Salad,afternoon,weekend
Salad,afternoon,weekend
Bread,afternoon,weekend
Fudge,afternoon,weekend
Jam,afternoon,weekend
Tea,afternoon,weekend
Hot chocolate,afternoon,weekend
Cake,afternoon,weekend
Medialuna,afternoon,weekend
Medialuna,afternoon,weekend
Bakewell,afternoon,weekend
Hot chocolate,afternoon,weekend
Toast,afternoon,weekend
Chicken Stew,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Pastry,afternoon,weekend
Cookies,afternoon,weekend
Cookies,afternoon,weekend
Cake,afternoon,weekend
Baguette,afternoon,weekend
Cookies,afternoon,weekend
Bread,afternoon,weekend
Tea,afternoon,weekend
Cake,afternoon,weekend
Bread,afternoon,weekend
Chicken Stew,afternoon,weekend
Spanish Brunch,afternoon,weekend
Coffee,afternoon,weekend
Hot chocolate,afternoon,weekend
Bakewell,afternoon,weekend
Bread,afternoon,weekend
Medialuna,afternoon,weekend
Cake,afternoon,weekend
Scone,afternoon,weekend
Medialuna,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Coffee,afternoon,weekend
Medialuna,afternoon,weekend
Bread,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Farm House,morning,weekday
Jam,morning,weekday
Scandinavian,morning,weekday
Coffee,morning,weekday
Cookies,morning,weekday
Pastry,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Cookies,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Pastry,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Soup,afternoon,weekday
Bread,afternoon,weekday
Jam,afternoon,weekday
Fudge,afternoon,weekday
Juice,afternoon,weekday
Baguette,afternoon,weekday
Soup,afternoon,weekday
Soup,afternoon,weekday
Chicken Stew,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Coke,afternoon,weekday
Sandwich,afternoon,weekday
Soup,afternoon,weekday
Bread,afternoon,weekday
Soup,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Pastry,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Farm House,afternoon,weekday
Coffee,afternoon,weekday
Toast,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Cake,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Hot chocolate,afternoon,weekday
Cookies,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,morning,weekday
Scandinavian,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Toast,morning,weekday
Bread,morning,weekday
Brownie,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Tea,morning,weekday
Sandwich,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Juice,morning,weekday
Cake,morning,weekday
Coffee,morning,weekday
Spanish Brunch,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Brownie,morning,weekday
Baguette,morning,weekday
Pastry,morning,weekday
Cake,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Farm House,morning,weekday
Tea,morning,weekday
Toast,morning,weekday
Tea,morning,weekday
Coffee,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Sandwich,morning,weekday
Bread,morning,weekday
Farm House,morning,weekday
Cookies,morning,weekday
Tea,morning,weekday
Cake,morning,weekday
Bakewell,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Cookies,afternoon,weekday
Baguette,afternoon,weekday
Coffee,afternoon,weekday
Cookies,afternoon,weekday
Cake,afternoon,weekday
Spanish Brunch,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Baguette,afternoon,weekday
Bread,afternoon,weekday
Coke,afternoon,weekday
Salad,afternoon,weekday
Bread,afternoon,weekday
Soup,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Brownie,afternoon,weekday
Bread,afternoon,weekday
Chicken Stew,afternoon,weekday
Juice,afternoon,weekday
Coke,afternoon,weekday
Baguette,afternoon,weekday
Soup,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Cookies,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Coke,afternoon,weekday
Toast,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
The Nomad,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Cookies,afternoon,weekday
Hot chocolate,afternoon,weekday
Tea,afternoon,weekday
Cake,afternoon,weekday
Pastry,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Tea,evening,weekday
Bread,evening,weekday
Brownie,evening,weekday
Coffee,evening,weekday
Cake,evening,weekday
Cookies,evening,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Toast,morning,weekday
Farm House,morning,weekday
Cake,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Cake,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Sandwich,morning,weekday
Toast,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Medialuna,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Alfajores,morning,weekday
Bakewell,morning,weekday
Tea,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Baguette,morning,weekday
Pastry,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Baguette,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Pastry,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Sandwich,afternoon,weekday
Coke,afternoon,weekday
Coke,afternoon,weekday
Cake,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Pastry,afternoon,weekday
Bread,afternoon,weekday
Spanish Brunch,afternoon,weekday
Chicken Stew,afternoon,weekday
Tea,afternoon,weekday
Cookies,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Granola,afternoon,weekday
Extra Salami or Feta,afternoon,weekday
Coffee,afternoon,weekday
Soup,afternoon,weekday
Juice,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Baguette,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Alfajores,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Cookies,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Cookies,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Vegan mincepie,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Bread,afternoon,weekday
Juice,afternoon,weekday
Cookies,afternoon,weekday
Brownie,afternoon,weekday
Alfajores,afternoon,weekday
Coffee,afternoon,weekday
Tea,evening,weekday
Truffles,evening,weekday
Cookies,evening,weekday
Coffee,evening,weekday
Coke,evening,weekday
Bread,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Toast,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Cookies,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Farm House,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Cookies,morning,weekday
Baguette,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Alfajores,morning,weekday
Juice,morning,weekday
Hot chocolate,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Pastry,morning,weekday
Brownie,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Cake,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Cake,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Juice,morning,weekday
Tea,morning,weekday
Bread,morning,weekday
Cake,morning,weekday
Tea,morning,weekday
Bread,morning,weekday
Cookies,morning,weekday
Sandwich,morning,weekday
Juice,morning,weekday
Bread,afternoon,weekday
Cake,afternoon,weekday
Coke,afternoon,weekday
Alfajores,afternoon,weekday
Hot chocolate,afternoon,weekday
Cake,afternoon,weekday
Sandwich,afternoon,weekday
Tea,afternoon,weekday
Cake,afternoon,weekday
Pastry,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Soup,afternoon,weekday
Soup,afternoon,weekday
Bread,afternoon,weekday
Farm House,afternoon,weekday
Sandwich,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Mineral water,afternoon,weekday
Soup,afternoon,weekday
Cake,afternoon,weekday
Bread,afternoon,weekday
Chicken Stew,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Medialuna,afternoon,weekday
Jam,afternoon,weekday
Scandinavian,afternoon,weekday
Cake,afternoon,weekday
Juice,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Bare Popcorn,afternoon,weekday
Salad,afternoon,weekday
Extra Salami or Feta,afternoon,weekday
Spanish Brunch,afternoon,weekday
Farm House,afternoon,weekday
Bare Popcorn,afternoon,weekday
Valentine's card,afternoon,weekday
Tea,afternoon,weekday
Sandwich,afternoon,weekday
Bread,afternoon,weekday
Cake,afternoon,weekday
Tea,afternoon,weekday
Tea,afternoon,weekday
Spanish Brunch,afternoon,weekday
Chicken Stew,afternoon,weekday
Fudge,afternoon,weekday
Alfajores,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Pastry,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Alfajores,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Cookies,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Juice,afternoon,weekday
Cake,afternoon,weekday
Alfajores,afternoon,weekday
Hot chocolate,afternoon,weekday
Coke,afternoon,weekday
Sandwich,afternoon,weekday
Bread,afternoon,weekday
Baguette,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Cookies,afternoon,weekday
Juice,afternoon,weekday
Coffee,evening,weekday
Cake,evening,weekday
Bread,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Toast,morning,weekday
Bread,morning,weekday
Tea,morning,weekday
Toast,morning,weekday
Cake,morning,weekday
Toast,morning,weekday
Bread,morning,weekday
Cookies,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Toast,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Bread,morning,weekday
Hot chocolate,morning,weekday
Medialuna,morning,weekday
Farm House,morning,weekday
Coffee,morning,weekday
Farm House,morning,weekday
Gingerbread syrup,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Alfajores,morning,weekday
Coffee,morning,weekday
Sandwich,morning,weekday
Baguette,morning,weekday
Coffee,morning,weekday
Medialuna,morning,weekday
Bread,morning,weekday
Scandinavian,morning,weekday
Cookies,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coke,morning,weekday
Medialuna,morning,weekday
Pastry,morning,weekday
Coffee,morning,weekday
Tea,morning,weekday
Toast,morning,weekday
Alfajores,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Sandwich,morning,weekday
Coffee,morning,weekday
Alfajores,morning,weekday
Truffles,morning,weekday
Juice,morning,weekday
Coffee,morning,weekday
Bread,morning,weekday
Pastry,morning,weekday
Scone,morning,weekday
Scandinavian,morning,weekday
Bread,morning,weekday
Bread,morning,weekday
Tea,afternoon,weekday
Soup,afternoon,weekday
Soup,afternoon,weekday
Truffles,afternoon,weekday
Soup,afternoon,weekday
Scone,afternoon,weekday
Tea,afternoon,weekday
Truffles,afternoon,weekday
Sandwich,afternoon,weekday
Soup,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Soup,afternoon,weekday
Coffee,afternoon,weekday
Toast,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Chicken Stew,afternoon,weekday
Toast,afternoon,weekday
Bread,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Cake,afternoon,weekday
Cookies,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Hot chocolate,afternoon,weekday
Juice,afternoon,weekday
Truffles,afternoon,weekday
Mineral water,afternoon,weekday
Sandwich,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Sandwich,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Tea,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Afternoon with the baker,afternoon,weekday
Tea,afternoon,weekday
Cookies,afternoon,weekday
Coffee,afternoon,weekday
Soup,afternoon,weekday
Soup,afternoon,weekday
Coffee,afternoon,weekday
Farm House,afternoon,weekday
Coffee,afternoon,weekday
Cake,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Coffee,afternoon,weekday
Tea,afternoon,weekday
Bread,afternoon,weekday
Bread,afternoon,weekday
Eggs,afternoon,weekday
Baguette,afternoon,weekday
Scandinavian,afternoon,weekday
Coffee,afternoon,weekday
Bread,afternoon,weekday
Coffee,afternoon,weekday
Scone,afternoon,weekday
Eggs,afternoon,weekday
Hot chocolate,afternoon,weekday
Coffee,afternoon,weekday
Alfajores,afternoon,weekday
Bread,evening,weekday
Tea,evening,weekday
Coffee,morning,weekend
Coffee,morning,weekend
Cake,morning,weekend
Pastry,morning,weekend
Baguette,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Toast,morning,weekend
Extra Salami or Feta,morning,weekend
Coffee,morning,weekend
Bread,morning,weekend
Pastry,morning,weekend
Scandinavian,morning,weekend
Pastry,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Cookies,morning,weekend
Coffee,morning,weekend
Farm House,morning,weekend
Farm House,morning,weekend
Cake,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Pastry,morning,weekend
Bread,morning,weekend
Toast,morning,weekend
Truffles,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Jam,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Bread,morning,weekend
Coffee,morning,weekend
Tea,morning,weekend
Coffee,morning,weekend
Cake,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Brownie,morning,weekend
Farm House,morning,weekend
Coffee,morning,weekend
Sandwich,morning,weekend
Coffee,morning,weekend
Farm House,morning,weekend
Pastry,morning,weekend
Tea,morning,weekend
Truffles,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Hot chocolate,morning,weekend
Bread,morning,weekend
Baguette,morning,weekend
Bread,morning,weekend
Bread,morning,weekend
Scandinavian,morning,weekend
Farm House,morning,weekend
Pastry,morning,weekend
Bread,morning,weekend
Sandwich,morning,weekend
Bread,morning,weekend
Baguette,morning,weekend
Coffee,morning,weekend
Coffee,morning,weekend
Hot chocolate,morning,weekend
Cake,morning,weekend
Coffee,morning,weekend
Pastry,morning,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Brownie,afternoon,weekend
The Nomad,afternoon,weekend
Granola,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Cookies,afternoon,weekend
Pastry,afternoon,weekend
Scone,afternoon,weekend
Tea,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Fudge,afternoon,weekend
Cookies,afternoon,weekend
Scandinavian,afternoon,weekend
Alfajores,afternoon,weekend
Scone,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Pastry,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Alfajores,afternoon,weekend
Pastry,afternoon,weekend
Pastry,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Sandwich,afternoon,weekend
Sandwich,afternoon,weekend
Cake,afternoon,weekend
Medialuna,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Brownie,afternoon,weekend
Cake,afternoon,weekend
Cake,afternoon,weekend
Cookies,afternoon,weekend
Tea,afternoon,weekend
Smoothies,afternoon,weekend
Coffee,afternoon,weekend
Tea,afternoon,weekend
Coffee,afternoon,weekend
Truffles,afternoon,weekend
Bread,afternoon,weekend
Brownie,afternoon,weekend
Coffee,afternoon,weekend
Spanish Brunch,afternoon,weekend
Scandinavian,afternoon,weekend
Cookies,afternoon,weekend
Coffee,afternoon,weekend
Mineral water,afternoon,weekend
Bread,afternoon,weekend
Spanish Brunch,afternoon,weekend
Juice,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Toast,afternoon,weekend
Scone,afternoon,weekend
Tea,afternoon,weekend
Sandwich,afternoon,weekend
Brownie,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Sandwich,afternoon,weekend
Sandwich,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Chicken Stew,afternoon,weekend
Soup,afternoon,weekend
Sandwich,afternoon,weekend
Sandwich,afternoon,weekend
Sandwich,afternoon,weekend
Salad,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Cake,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Scone,afternoon,weekend
Scone,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Cake,afternoon,weekend
Brownie,afternoon,weekend
Salad,afternoon,weekend
Sandwich,afternoon,weekend
Tea,afternoon,weekend
Tea,afternoon,weekend
Scone,afternoon,weekend
Cookies,afternoon,weekend
Chicken Stew,afternoon,weekend
Truffles,afternoon,weekend
Juice,afternoon,weekend
Coffee,afternoon,weekend
Alfajores,afternoon,weekend
Spanish Brunch,afternoon,weekend
Coffee,afternoon,weekend
Hot chocolate,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Cake,afternoon,weekend
Cake,afternoon,weekend
Coffee,afternoon,weekend
Hot chocolate,afternoon,weekend
Sandwich,afternoon,weekend
Cookies,afternoon,weekend
Brownie,afternoon,weekend
Coffee,afternoon,weekend
Bread,afternoon,weekend
Cake,afternoon,weekend
Cake,afternoon,weekend
Coffee,afternoon,weekend
Coffee,afternoon,weekend
Salad,afternoon,weekend
Coffee,afternoon,weekend
Cake,afternoon,weekend
Cake,afternoon,weekend
Cake,afternoon,weekend
Salad,afternoon,weekend
Valentine's card,afternoon,weekend
Scandinavian,afternoon,weekend
Bread,afternoon,weekend
Coffee,afternoon,weekend
Brownie,afternoon,weekend
Tea,afternoon,weekend
Tea,afternoon,weekend
Soup,afternoon,weekend
Juice,afternoon,weekend
Cake,afternoon,weekend
Bread,afternoon,weekend
Bread,afternoon,weekend
Bread,afternoon,weekend
Cake,afternoon,weekend
Bread,afternoon,weekend
Soup,afternoon,weekend
Soup,afternoon,weekend
Bread,afternoon,weekend
Coffee,evening,weekend
Coffee,evening,weekend
Coffee,evening,weekend
Cake,evening,weekend
Bread,evening,weekend
Alfajores,evening,weekend
Truffles,evening,weekend
Coffee,evening,weekend
Tshirt,evening,weekend
Coffee,evening,weekend
Hot chocolate,evening,weekend
Coffee,evening,weekend
Juice,evening,weekend
Juice,evening,weekend
Truffles,evening,weekend
Mineral water,evening,weekend
Tshirt,evening,weekend
Tshirt,evening,weekend
Tea,evening,weekend
Tea,evening,weekend
Hot chocolate,evening,weekend
Tshirt,evening,weekend
Bread,evening,weekend
Hot chocolate,evening,weekend
Tshirt,evening,weekend
Vegan Feast,evening,weekend
Tea,evening,weekend
Postcard,evening,weekend
Coffee,evening,weekend
Tshirt,evening,weekend
Coke,evening,weekend
Coke,evening,weekend
Tshirt,evening,weekend
Coke,evening,weekend
Truffles,evening,weekend
Tshirt,evening,weekend
Tshirt,evening,weekend
Tea,evening,weekend
Coke,evening,weekend
Tshirt,evening,weekend
Fudge,evening,weekend
Hot chocolate,evening,weekend
